LICENSENO,BUSINESSNAME,DBANAME,COMMENTS,LOCATIONCOMMENTS,ISSDTTM,EXPDTTM,LICSTATUS,LICCAT,LICCATDESC,OPENING,CLOSING,PATRONSOUT,CAPACITY,PRIMAPPLICANT,PHONE,STNO,STNOHI,Address,CITY,STATE,ZIP,Location
LB-99348,"RENDON FOODS, INC.",D'PARMA RESTAURANT,,One room and kitchen on the first floor - storage in the basement.,11/6/2013 10:27,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,55,"RENDON FOODS, INC.",NULL,182,,  Sumner ST,East Boston,MA,2128,"(42.369371, -71.040322)"
LB-99282,"ROSSMORE CAFE, INC.",DRINKING FOUNTAIN,2:00 A.M. closing  Friday thru Saturday. Only 1:00 A.M. Closing Hour on all other nights,3520 Washington Steet; 2A Rossmore Rd.  rear entrance from yard for stock and rear entrance to kitchen from yard- One room and kitchen first floor; cellar for stock,11/27/2013 13:33,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,86,"ROSSMORE CAFE, INC.",NULL,3520,,  Washington ST,Jamaica Plain,MA,2130,"(42.305511, -71.108121)"
LB-99618,"DUMPLING GOURMET, INC.",DUMPLING HOUSE,NONE,IN ONE ROOM ON STREET LEVEL FACILITY WITH 56 SEATS; STORAGE IN THE BASEMENT.  FOUR EXITS AND ENTRANCES  TWO IN FRONT OF THE RESTAURANT AND TWO IN THE KITCHEN LOCATED IN THE REAR OF THE FACILITY.,11/26/2013 14:50,12/31/2015 0:00,Active,CV7MW,CV7 Malt Wine,NULL,2:00 AM,2:30 AM,56,"DUMPLING GOURMET, INC.",NULL,52,,  Beach ST,Boston,MA,2111,"(42.35152, -71.06065)"
LB-98914,SOMERS FIVE CORP.,DURTY NELLY'S,OUTDOOR SEASONAL PATIO OPERATING HOURS ARE 10:00 AM - 10:00 PM.,ON 1ST FLOOR  IN ONE ROOM AND A KITCHEN; ON 2ND FLOOR  IN ONE ROOM; AND ON 3RD FLOOR  STOCK.  INCLUDES AN OUTDOOR SEASONAL PATIO FROM APRIL - OCTOBER FOR 20 PATRONS.  INDOOR CAPACITY BREAKDOWN: 1ST FL - 26  2ND FL - 20.,11/27/2013 13:52,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,46,SOMERS FIVE CORP.,NULL,108,112,  Blackstone ST,Boston,MA,2109,"(42.361696, -71.056576)"
LB-99119,"REBECCA'S CAFÉ, INC.",EAST MEETS WEST,10:00 A.M. OPENING ON SUNDAYS FOR ALCOHOL SERVICE WITH BRUNCH.,THREE LEVELS  FIRST FLOOR CONSISTS OF A HALL FOR FUNCTIONS  A KITCHEN AND MEETING ROOMS ALONG PERIMETER OF BUILDING ARE ON FLOORS TWO AND THREE  STORAGE IN THE REAR. CAPACITY BREAKDOWN: 1ST FL - 200; 2ND FL - 100; 3RD FL - 100.,11/26/2013 14:46,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,400,"REBECCA'S CAFÉ, INC.",NULL,212,,  Northern AV,Boston,MA,2210,"(42.350415, -71.038224)"
LB-99352,"TKL,INC.",EAST OCEAN CITY,2:00 AM CLOSED FOR ALCOHOLIC 4:00 AM SERVICE FOODS ONLY,25-29 BEACH STREET; IN TWO ROOMS AND KITCHEN ON FIRST FLOOR;  CELLAR FOR STORAGE,11/25/2013 10:45,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,156,"TKL,INC.",NULL,25,29,  Beach ST,Boston,MA,2111,"(42.351311, -71.06182)"
LB-99215,"ESHL, LLC",EASTERN STANDARD,CAPACITY BREAKDOWN: 398 PERSONS TOTAL: 215 PERSONS EASTERN STANDARD; 183 PERSONS HAWTHORNE LOUNGE,IN ONE LARGE ROOM AND FUNCTION ROOM ON GROUND FLOOR WITH KITCHEN IN REAR AND STORAGE BELOW WITH OUTDOOR SEATING ON PRIVATE PROPERTY FOR 55 PATRONS; LOUNGE AT STREET LEVEL; AND OUTDOOR SEATING ON PRIVATE PROPERTY AT THE LOUNGE FOR 24 PERSONS WITH A 2:00 A.M. CLOSING HOUR.,11/26/2013 13:59,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,398,"ESHL, LLC",NULL,528,,  Commonwealth AV,Boston,MA,2115,"(42.348498, -71.09622)"
LB-99374,SAINT DECLAN CORPORATION,EAT WITH JACK O'NEILL,Sunday opening at 9:00 A.M. for the service of food only.,In three rooms and kitchen on the first floor; cellar for stock  premises to include and to erect therein a waitress station and service bar (NO STOOLS OR SEATS AT SAID BAR).,11/20/2013 12:55,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,249,SAINT DECLAN CORPORATION,NULL,1883,1889,  Centre ST,West Roxbury,MA,2132,"(42.28595, -71.15582)"
LB-99148,"CONTILLI'S, INC.",Eddie C's,,Side door for emergency exit - one room and kitchen first floor;cellar for stock.,11/22/2013 12:58,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,92,"CONTILLI'S, INC.",NULL,34,,  Maverick SQ,East Boston,MA,2128,"(42.369961, -71.039351)"
LB-99820,SIRAJ CORPORATION,EL CENTRO,NONE,FIRST FLOOR  TABLE SERVICE IN FRONT  SERVICE BAR & KITCHEN IN REAR.  ENTRY IN FRONT WITH 2ND EGRESS IN REAR.  BASEMENT FOR STORAGE AND OFFICE. AND TO INCLUDE AN OUTDOOR SEASONAL PATIO ON PUBLIC SIDEWALK FOR 12 PATRONS BETWEEN THE HOURS OF 10:00 A.M. - 10:00 P.M.,11/27/2013 12:02,12/31/2015 0:00,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,11:00 PM,11:30 PM,45,SIRAJ CORPORATION,NULL,474,,  Shawmut AV,Roxbury,MA,2118,"(42.338556, -71.075908)"
LB-99740,"EL PAISA RESTAURANTE, INC.",EL PAISA,1. SERVICE BAR ONLY,IN ONE ROOM ON THE FIRST FLOOR; KITCHEN IN REAR  STORAGE IN THE BASEMENT.,11/19/2013 13:39,12/31/2015 0:00,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,MIDNIGHT,12:30 AM,60,"EL PAISA RESTAURANTE, INC.",NULL,1012,,  Bennington ST,East Boston,MA,2128,"(42.387115, -71.006309)"
LB-99409,EC RESTAURANTS (BOSTON) CORP.,ELEPHANT & CASTLE,,Entrances on Arch and Devonshire Street; In one room on the first floor; kitchen in the rear  function kitchen and storage  and three function rooms in the basement.  Capacity breakdown: 1st fl - 200; basement - 90.,11/26/2013 10:42,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,290,EC RESTAURANTS (BOSTON) CORP.,NULL,161,,  Devonshire ST,Boston,MA,2110,"(42.356286, -71.0575)"
LB-101644,"ELIOT HOTEL, INC.",ELIOT HOTEL,NONE,ON NINE FLOORS  INCLUDING LOBBY  DINING AREA ON FIRST FLOOR AND SECONDLY  UNNUBERED ENTRANCE ON 83-85 MASS AVE. AND ALLEY OF NEWBURY STREET; FOR STOCK IN TWO ROOMS WITH KITCHEN ON FIRST FLOOR STOCKROOM IN BASEMENT AND REAR EXIT OFF NEWBURY STREET. (SEE IS,11/27/2013 10:39,12/31/2015 0:00,Active,INNAL,Inn. All Alc.,NULL,2:00 AM,NULL,0,"ELIOT HOTEL, INC.",NULL,370,,  Commonwealth AV,Boston,MA,2215,"(42.34859, -71.08869)"
LB-101654,"AIMBRIDGE HOSPITALITY, LLC",EMBASSY SUITES HOTEL,NONE,IN WHOLE OF SAID BUILDING: 273 ROOMS-HOTEL  333 PERSON-BALLROOM  150 PERSON-RESTAURANT  97 PERSON-FUNCTION ROOM-A  77 PERSON-FUNCTION ROOM-B  99,11/19/2013 11:54,12/31/2015 0:00,Active,INNAL,Inn. All Alc.,NULL,2:00 AM,NULL,0,"AIMBRIDGE HOSPITALITY, LLC",NULL,207,, Porter St,East Boston,MA,2128,"(42.370435, -71.031732)"
LB-101610,EMERSON COLLEGE,EMERSON COLLEGE,MUST RECEIVE PRIOR WRITTEN PERMISSION OF BOARD FOR ANY FUNCTIONS OUTSIDE OF THEATER RELATED OR COLLEGE RELATED EVENTS.,WITHIN THE CUTLER MAJESTIC THEATRE AUDITORIUM LOCATED ON THE FIRST FLOOR; STAGE LOCATED IN THE FIRST FLOOR OF THE THEATRE; LOWER LOBBY  FIRST FLOOR AND SECOND FLOOR LOBBIES AND BALCONY LOBBY; STORAGE IN THE REAR OF THE LOWER LEVEL LOBBY.,10/1/2013 23:29,12/31/2015 0:00,Active,GOPMWL,GOP Malt Wine Liq.,NULL,MIDNIGHT,12:30 AM,1157,EMERSON COLLEGE,NULL,219,,  Tremont ST,Boston,MA,2116,"(42.35157, -71.06502)"
LB-99647,"EQUATOR, INC.",EQUATOR,1) NO BAR.2) ALCOHOL WITH FOOD ONLY. 3) PATIO CLOSING HOUR 9:00 P.M. 4) PATIO TO BE STAFFED AT ALL TIMES.,IN ONE ROOM ON THE FIRST FLOOR; KITCHEN AND STORAGE IN THE REAR WITH AN OUTDOOR SEASONAL PATIO ON DPW LAND FROM APRIL THROUGH OCTOBER FOR 28 PATRONS.,11/27/2013 11:50,12/31/2015 0:00,Active,CV7MW,CV7 Malt Wine,NULL,11:00 PM,11:30 PM,49,"EQUATOR, INC.",NULL,1721,,  Washington ST,Roxbury,MA,2118,"(42.337071, -71.076601)"
LB-99843,"LIBELLULA, LLC",ERBALUCE,(1) LIBELLULA  LLC AGREES TO CONDITIONS ON FORMER LICENSEE'S LICENSE AS AGREED UPON WITH BAY VILLAGE NEIGHBORHOOD ASSOCIATION SHALL REMAIN; AGREEMENT DATED 6/26/07 HEREBY INCORPORATED BY REFERENCE. (2) CLOSING HOUR FRIDAYS AND SATURDAYS IS 12:00 AM.,TWO ROOMS AND KITCHEN ON FIRST FLOOR; FOUR ROOMS ON SECOND FLOOR; BASEMENT FOR STOCK.  Capacity breakdown: 1st fl - 75 seated  11 standing; 2nd fl - 90 seated.,11/21/2013 16:33,12/31/2015 0:00,Active,CV7MWLR,CV7 Malt Wine Liq. Restrict.,NULL,11:00 PM,11:30 PM,165,"LIBELLULA, LLC",NULL,69,,  Church ST,Boston,MA,2116,"(42.35015, -71.06839)"
LB-99606,"GAMBROS, INC.",ERNESTOS PIZZERIA,NONE,ON FIRST FLOOR; IN ONE ROOM; KITCHEN IN THE REAR; EXIT AT THE FRONT; EXIT AT THE REAR IN KITCHEN; STORAGE IN BASEMENT; HANDICAPPED ACCESSIBLE RESTROOM.,11/15/2013 12:32,12/31/2015 0:00,Active,CV7MW,CV7 Malt Wine,NULL,11:00 PM,11:30 PM,40,"GAMBROS, INC.",NULL,69,,  Salem ST,Boston,MA,2113,"(42.36335, -71.05584)"
LB-99661,"CENTER HOUSE OF PIZZA, INC.",ESPERIA GRILL & ROTISSERIE,1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  2.) NO BAR,IN ONE ROOM ON THE FIRST FLOOR WITH KITCHEN IN THE REAR  STORAGE IN THE BASEMENT.,11/29/2013 9:09,12/31/2015 0:00,Active,CV7MW,CV7 Malt Wine,NULL,10:00 PM,10:30 PM,44,"CENTER HOUSE OF PIZZA, INC.",NULL,344,,  Washington ST,Brighton,MA,2135,"(42.348864, -71.152918)"
LB-99800,"BIG TIME BOSTON FOOD, INC.",ESTRAGON,1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.,UNIT D - IN ONE ROOM ON FIRST FLOOR WITH KITCHEN AND STORAGE AND OFFICE IN REAR; MAIN ENTRANCE ON HARRISON AVENUE AND EMERGENCY EXIT TO ALLEY IN REAR; AND TO INCLUDE AN OUTDOOR SEASONAL PATIO FROM APRIL THROUGH OCTOBER FOR 10 PATRONS ON PRIVATE PROPERTY BETWEEN THE HOURS OF 10:00 A.M. - 11:00 P.M.,11/26/2013 15:02,12/31/2015 0:00,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,1:00 AM,1:30 AM,106,"BIG TIME BOSTON FOOD, INC.",NULL,700,,  Harrison AV,Boston,MA,2118,"(42.338319, -71.070696)"
LB-99110,"CILL DARA, INC.",EUGENE O'NEILLS,NONE,ENTRANCE FROM WASHINGTON STREET; ONE ROOM FIRST FLOOR  STOCK IN BASEMENT; REAR EXIT.,11/25/2013 14:35,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,81,"CILL DARA, INC.",NULL,3700,,  Washington ST,Jamaica Plain,MA,2130,"(42.30053, -71.112809)"
LB-99536,"OLIVES, INC.",FIGS,1. MALT AND WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 2. NO BAR. THE BOARD GRANTED AND ACKNOWLEDGED 10:00 OPENINGS ON SATURDAY AND SUNDAY FOR BRUNCH.,In one room and kitchen on the ground floor with basement for storage and emergency exit in rear.,11/25/2013 16:54,12/31/2015 0:00,Active,CV7MW,CV7 Malt Wine,NULL,11:00 PM,11:30 PM,42,"OLIVES, INC.",NULL,42,,  Charles ST,Boston,MA,2108,"(42.357234, -71.070195)"
LB-99586,"OLIVES, INC.",FIGS,CLOSING HOUR: 11:00 PM Sunday - Thursday; 11:30 PM Friday & Saturday. All deliveries made from Monument Ave. thru back door. Trash store inside in covered containers overnight.,In one room and kitchen on the first floor; Storage in basement.,11/25/2013 16:56,12/31/2015 0:00,Active,CV7MW,CV7 Malt Wine,NULL,11:00 PM,11:30 PM,59,"OLIVES, INC.",NULL,67,,  Main ST,Charlestown,MA,2129,"(42.373647, -71.06239)"
LB-98976,"VIA VENETO RESTAURANT, INC.",FILIPPO RISTORANTE,FOOD SERVICE ONLY UNTIL 2:30 A.M. ALL PATRONS OUT BY 3:00 AM,IN TWO DINING  ROOMS WITH KITCHEN AND BAR ON THE SECOND FLOOR  TWO ROOM AND KITCHEN ON THE FIRST FLOOR  STORAGE ON THE FIRST FLOOR AND IN THE CELLAR  AND KITCHEN IN CELLAR.  CAPACITY BREAKDOWN: 1ST FL - 42; 2ND FL - 230.,11/26/2013 11:55,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,272,"VIA VENETO RESTAURANT, INC.",NULL,283,,  Causeway ST,Boston,MA,2114,"(42.366963, -71.05818)"
LB-99548,FINS SUSHI & GRILL,Fins Sushi & Grill,,354 Chestnut Hill Avenue  in two rooms and a kitchen on the first floor; basement for stock.,11/15/2013 13:37,12/31/2015 0:00,Active,CV7MW,CV7 Malt Wine,NULL,1:00 AM,1:30 AM,78,FINS SUSHI & GRILL,NULL,354,,  Chestnut Hill AV,Brighton,MA,2135,"(42.33691, -71.15157)"
LB-99571,"OMEGA SUSHI, INC.",FIN'S SUSHI & GRILL,,ONE ROOM AND KITCHEN FIRST FLOOR- BASEMENT FOR STOCK & STORAGE.  CAPACITY BREAKDOWN: 10 @ BAR STOOLS; 50 @ TABLES & CHAIRS.,11/18/2013 10:55,12/31/2015 0:00,Active,CV7MW,CV7 Malt Wine,NULL,11:00 PM,11:30 PM,60,"OMEGA SUSHI, INC.",NULL,236,240,  Cambridge ST,Boston,MA,2114,"(42.360991, -71.066822)"
LB-99364,"ROUND GRILLE SERVICES, INC.",FIRE & ICE,,In one room on the first floor with bar  In one dining room on the second floor  service bar  kitchen and storage in the rear.  Capacity breakdown: 1st fl - 98 (36 seating  12 @ stools  50 standing); 2nd fl - 277 (216 seating).,11/15/2013 12:29,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,375,"ROUND GRILLE SERVICES, INC.",NULL,31,,  Saint James AV,Boston,MA,2116,"(42.351109, -71.07458)"
LB-99683,"JNK, INC.",FISH MARKET,NONE,APPROXIMATELY 609 SQUARE FEET OF SPACE.  19 SEATS IN THE DINING ROOM.  7 AT THE SUSHI BAR AND 12 AT THE TABLES.  KITCHEN IN THE BACK OF THE SPACE.,11/29/2013 10:52,12/31/2015 0:00,Active,CV7MW,CV7 Malt Wine,NULL,MIDNIGHT,12:30 AM,19,"JNK, Inc.",(617)783-1268,170,,  Brighton AV,Allston,MA,2134,"(42.352902, -71.132981)"
LB-99780,"LLOB ASSOCIATES, LLC",FIVE HORSES TAVERN,NONE,APPROXIMATELY 2 295 SQUARE FEET. DINING ROOM  BAR  AND BATHROOMS ON FIRST FLOOR.  KITCHEN  PREP  AND STORAGE ON GARDEN LEVEL.  PRIVATE SEASONAL PATIO AREA OUTSIDE OF FIRST FLOOR WITH 24 SEATS  WITH A MIDNIGHT CLOSING.,11/8/2013 13:41,12/31/2015 0:00,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,12:00 AM,12:30 AM,74,"LLOB ASSOCIATES, LLC",NULL,533,535,  Columbus AV,Roxbury,MA,2118,"(42.34186, -71.08059)"
LB-99855,"FLAMES RESTAURANT II, INC.",FLAMES RESTAURANT,1.) NO BAR  2.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.,IN ONE ROOM ON THE FIRST FLOOR WITH KITCHEN ON RIGHT - SIDE  BASEMENT FOR STORAGE.,11/19/2013 12:16,12/31/2015 0:00,Active,CV7MWR,CV7 Malt Wine Restrict.,NULL,MIDNIGHT,12:30 AM,40,"FLAMES RESTAURANT II, INC.",NULL,746,748,  Huntington AV,Boston,MA,2115,"(42.33363, -71.10549)"
LB-99248,"KITTY O'SHEA'S, INC.",FLANN O'BRIEN'S,,Side entrance 2a Wigglesworth Street; in one room and office on first floor; cellar for stock.  Capacity breakdown: no more than 49 standing.,11/19/2013 8:47,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,90,"KITTY O'SHEA'S, INC.",NULL,1619,,  Tremont ST,Roxbury,MA,2120,"(42.333842, -71.103341)"
LB-99079,"THE FLORIAN ASSOCIATES, INC.",FLORIAN HALL,,In whole of said building.  CAPACITY BREAKDOWN: FUNCTION HALL - 450; LOUNGE - 239.,11/14/2013 10:20,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,689,"THE FLORIAN ASSOCIATES, INC.",NULL,55,,  Hallet ST,Dorchester,MA,2124,"(42.282376, -71.047658)"
LB-98838,CECIL W. FOGG THOMAS J. ROBERTS POST #78,FOGG-ROBERTS POST,NONE,56 Harvard Avenue; In whole of said building.,12/5/2013 11:47,12/31/2015 0:00,Active,CLBALV,Clb. All Alc. Vet.,NULL,1:00 AM,1:30 AM,99,CECIL W. FOGG THOMAS J. ROBERTS POST #78,NULL,56,,  Harvard AV,Hyde Park,MA,2136,"(42.25783, -71.12278)"
LB-98917,FOGO DE CHAO CHURRASCARIA(BOSTON)LLC,FOGO DE CHAO CHURRASCARIA,NONE,A 12 263 SQUARE FOOT RESTAURANT THAT WILL INCLUDE A BAR  MAIN DINING ROOM  6 PRIVATE DINING ROOMS  A SALAD BAR  A KITCHEN LOCATED ON THE FIRST FLOOR OF THE BUILDING WITH (3) ENTRY DOOR LOCATIONS PLUS (1) SERVICE ENTRY.  10 HUNTINGTON AVENUE  BOSTON  MA  02116,11/20/2013 13:12,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,334,FOGO DE CHAO CHURRASCARIA(BOSTON)LLC,NULL,10,,  Huntington AV,Boston,MA,2116,"(42.348545, -71.077314)"
LB-99411,"BNV 4, INC.",FORUM,1. Alcohol to be served only in conjunction with food orders from the menu at all tables  seats  indoors and outdoors.  2. Food shall be available at the 1st floor and 2nd floor bars at all times.,On three floors; basement with offices and storage with three exits; first floor contains brewery  seating bar  restrooms  front entrance and rear exit; second floor seating  kitchen  bar  restrooms  three exits to first floor and outdoor patio seating.  CAPACITY BREAKDOWN: 1ST FL - 41 @ STOOLS  54,11/19/2013 8:43,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,312,"BNV 4, INC.",NULL,755,,  Boylston ST,Boston,MA,2116,"(42.34938, -71.0811)"
LB-101617,"FOUR SEASONS OF MASSACHUSETTS, INC.",FOUR SEASONS,11:00 A.M. ON SUNDAYS FOR THE SERVICE OF ALCOHOLIC BEVERAGE WITH FOOD ONLY.,IN WHOLE OF SAID BUILDING - WITH AN OUTSIDE CAFE ON SOUTHSIDE OF BUILDING.  (SEE ISD CERTIFICATE FOR MORE COMPLETE DESCRIPTION OF CAPACITY.),11/26/2013 15:28,12/31/2015 0:00,Active,INNAL,Inn. All Alc.,NULL,2:00 AM,NULL,0,"FOUR SEASONS OF MASSACHUSETTS, INC.",NULL,200,,  Boylston ST,Boston,MA,2116,"(42.35221, -71.06809)"
LB-99004,"BOSTON FOUR WINDS, INC.",FOUR WINDS SEAFOOD-GRILL,,Side entrance in yard; in two rooms and kitchen on first floor; one room on second floor; cellar for stock.  Capacity breakdown: 1st fl - 60; 2nd fl - 100.,11/27/2013 11:46,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,160,"BOSTON FOUR WINDS, INC.",NULL,266,,  Commercial ST,Boston,MA,2109,"(42.36432, -71.05135)"
LB-98898,"VILLA FRANCESCA'S, INC.",FRANCESCA'S,1. ALCOHOL ONLY WITH FOOD.,IN TWO ROOMS & KITCHEN ON FIRST FLOOR  TWO ROOMS IN BASEMENT WITH STORAGE.  CAPACITY BREAKDOWN: BASEMENT - 44; 1ST FL - 85.,11/25/2013 11:52,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,12:30 AM,1:00 AM,129,"VILLA FRANCESCA'S, INC.",NULL,150,,  Richmond ST,Boston,MA,2113,"(42.363348, -71.054559)"
LB-99214,MCBOIS LIMITED,FRANKLIN CAFÉ,,Rear entrance to cellar from yard for stock; in one room and kitchen on first floor; cellar for stock.,12/1/2013 0:05,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,40,MCBOIS LIMITED,NULL,278,,  Shawmut AV,Roxbury,MA,2118,"(42.342938, -71.06889)"
LB-99684,"EFTSROT, LLC",GAGA SEAFOOD RESTAURANT,NONE,IN ONE ROOM ON THE FIRST FLOOR WITH KITCHEN IN THE REAR  AND STORAGE IN THE BASEMENT.,11/20/2013 13:24,12/31/2015 0:00,Active,CV7MW,CV7 Malt Wine,NULL,2:00 AM,2:30 AM,72,"EFTSROT, LLC",NULL,23,27,  Tyler ST,Boston,MA,2111,"(42.350724, -71.060979)"
LB-99194,"SOUTH END BERKELEY, LLC",GASLIGHT BRASSERIE duCOIN,1.) ALCOHOL AT TABLES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. PATIO CONDITIONS: 1.) 2:00 A.M. CLOSING HOUR 2.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 3.) NO BAR.,IN ONE ROOM WITH KITCHEN AND STORAGE ON GROUND FLOOR; ENTRANCE FROM BUILDING LOBBY; ADDITIONAL EXIT TO HARRISON AVENUE  AND EMERGENCY EXIT TO WALTHAM STREET AND TO INCLUDE AN OUTDOOR SEASONAL PATIO FROM APRIL THROUGH OCTOBER FOR 62 PATRONS ON PRIVATE PROPERTY.  MANAGEMENT AGREEMENT APPROVED BETWEEN,11/15/2013 13:33,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,174,"SOUTH END BERKELEY, LLC",NULL,560,,  Harrison AV,Roxbury,MA,2118,"(42.34081, -71.06744)"
LB-98935,BIG NIGHT VENUES BOSTON 3 LLC,GEM,CAPACITY BREAKDOWN:105- PERSONS TABLE & CHAIRS; 13-PERSONS BAR STOOLS; 123-PERSONS STANDING A.) BOTTLE SERVICE GRANTED BY BLB.,IN ONE ROOM ON 2ND FLOOR  KITCHEN  DINING AREA  AND BAR AREA  MAIN ENTRANCE AND EXIT TO PROVINCE STREET  TWO REAR EXITS ONE TO PROVINCE STREET  AND ONE TO ALLEY CELLAR FOR STOCK.,11/25/2013 12:22,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,241,BIG NIGHT VENUES BOSTON 3 LLC,NULL,44,, Province St,Boston,MA,2108,"(42.356871, -71.059919)"
LB-99226,"5 NORTH SQUARE, INC.",GENNAROS,NONE,Kitchen  office and storage in basement-2 entrances and exits;  1st floor includes dining room and bar;  2 entrances and exits;  2nd floor includes dining room;  2 entrances and exits;  All entrances and exits located at North Square,11/22/2013 14:36,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,103,5 NORTH SQUARE INC.,NULL,5,,  North SQ,Boston,MA,2113,"(42.36399, -71.05357)"
LB-99771,"GURFATEH, INC.",GHAZAL FINE INDIAN CUISINE,1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS OR TO PATRONS WHILE WAITING FOR A TABLE.  2.) SERVICE BAR ONLY,IN ONE ROOM ON THE FIRST FLOOR  KITCHEN IN THE REAR  STORAGE IN THE BASEMENT.  Capacity breakdown: 44 seated  14 standing.,11/29/2013 16:42,12/31/2015 0:00,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,1:00 AM,1:30 AM,58,"GURFATEH, INC.",NULL,711,,  Centre ST,Jamaica Plain,MA,2130,"(42.311378, -71.114669)"
LB-99768,COLUMBUS CORPORATION,GIACOMO'S RESTAURANT,WINES  MALT AND LIQUEURS TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  2.) NO BAR.,IN ONE ROOM AND A KITCHEN ON THE FIRST FLOOR; STORAGE AND KITCHEN IN BASEMENT.,11/13/2013 15:58,12/31/2015 0:00,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,11:00 PM,11:30 PM,39,COLUMBUS CORPORATION,NULL,431,,  Columbus AV,Boston,MA,2116,"(42.344074, -71.077812)"
LB-99565,"NEW HOUSE OF TOY, INC.",GINZA,1. 2:00 A.M. CLOSING for the service of Malt and Wine. 2.  4:00 A.M. CLOSING for the service of FOOD ONLY.,In two rooms on the first floor with a kitchen in rear; basement for stock.,11/15/2013 15:02,12/31/2015 0:00,Active,CV7MW,CV7 Malt Wine,NULL,2:00 AM,2:30 AM,110,"NEW HOUSE OF TOY, INC.",NULL,14,16, Hudson St,Boston,MA,2111,"(42.350621, -71.059908)"
LB-98932,"CANTONA, INC.",GLOBE,Refer to document 45L for conditions  1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. ALCOHOLIC BEVERAGES TO BE SERVED IN CONJUNCTION WITH BRUNCH ON SUNDAYS 10:00 A.M.,In one room with kitchen on first floor; Function room on Mezzanine; Storage and kitchen preparation in basement with a front outside patio seating for 28 persons.,11/22/2013 13:39,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,122,"CANTONA, INC.",NULL,565,,  Boylston ST,Boston,MA,2116,"(42.350654, -71.076368)"
